question,label
What is the color of this?,color
What color is this couch?,color
What color are the bracelets?,color
What color is this cover?,color
What color is this?,color
Could you please tell me what color the bracelet is that I'm wearing. ,color
What color is my dog?,color
"Are you able to tell me the color of this tee shirt and if you can read what the logo says on the front, please?",color
There are two shirts what color is the shirt on the left and on the right?,color
What color is it?,color
What color is this shirt?,color
"What color is this shirt, and what does it say?",color
What color is this railing?,color
What color is that wall?,color
What color is this iPad case?,color
What color is the wall?,color
What color are these shoes?,color
What color are my toenails?,color
What color is this lid?,color
What color cup is this?,color
What color is the bow?,color
What color are they?,color
What color is this?,color
What color is my shirt and necklace?,color
What color is this sandal?,color
What color is this?,color
what color is this hat also is there writing?,color
What color is this?,color
What color is this?,color
What color is this?,color
What color is this sweat shirt?,color
What is the color and the pattern of this shirt?,color
what color is my mug?,color
What color is this ring?,color
What color is that please. ,color
what is the color?,color
"Can you please tell me what kind of wine this is? Color and name if possible, thank you.",color
Is this a dark blue jacket? I need to know the color.,color
What colors are the smarties?,color
This is jeans but i'm not sure what color it is.,color
What color is this sweater? Thank you for your help.,color
Is this skein of yarn have rainbow colors in it?,color
What is the color?,color
What color is my shirt?,color
"I put this skirt in the light and I need to know what color it is, I don't think I own a gray skirt.  Is it blue or is it black? Thanks.",color
Which color does the carpet have?,color
What color is this shirt?,color
"Oh hello there I've got some trousers here I don't know what condition they're in and also what color. Let me know be honest, I'm gonna be buying some more clothes so give me you honest opinion here.",color
What color is this shirt?,color
What color is this?,color
What is the color of the chair and what is the color of the table?,color
Which color paper cup am i using?,color
"What's the color of this shirt, please? Thank you. ",color
Color are these shoes please.,color
What is the color?,color
what color is the blankets,color
What color is this?,color
what color is this?,color
"Hey, what color is this blanket?",color
What color is this shirt?,color
What color is this shirt?,color
What color is this shirt?,color
What color is this duvet?,color
Which color is the car?,color
What color is this bed?,color
What color is the clock display?,color
What color is that,color
What color is this?,color
What colors are in the picture?,color
What color is this?,color
What's the color of this table cover?,color
What color is this?,color
What color is my jacket please?,color
What color is this?,color
what color are these?,color
"What is on this jump out, and what color is it?",color
"What is it? What color is it? Hold on, it's on an app dad. I'm not actually talking..",color
Can you tell what color this fabric is? I think it's a python print. Is it? Thank you.,color
What color is this?,color
What color is this shirt?,color
What color is the shirt?,color
"Hi, could you please tell which color my sister is wearing? Which color her shirt is?",color
What color are my shirt and pants and do they go together?,color
What is that in front me and what color is it?,color
What color is it?,color
What color is this?,color
What color is this room?,color
What color is this?,color
"Yes, can you please tell me what color this shirt is, and does it have any writing on it? Thank you very much.",color
What color is this bone?,color
What color is this shirt?,color
What color is that please?,color
What color is it?,color
What color is this shirt?,color
color is this what color is this,color
What color are the feathers?,color
What color are my nails?,color
What colors are in this picture?,color
What color is this?,color
What color is this?,color
What color is this towel?,color
What color is this?,color
What color is this?,color
What is this a color?,color
What color is my jeans?,color
Can you tell me which color my t-shirt has? If you can see it that is.,color
What color is it?,color
What color is this?,color
What color is this shirt?,color
What color is this shirt?,color
What color is this jacket?,color
What color are these pants?,color
What color is it?,color
What color is this?,color
What color is this sock?,color
What color is this dog? It's a Yorkie.,color
What color are these shoes?,color
What color is this shirt?,color
What color is this paper?,color
What color is this jacket?,color
Color is the car?,color
What color is the cup?,color
What color am I wearin?,color
What is the color of the curtains?,color
What color is that please?,color
What other colors are in the skirt besides black?,color
what color is this door?,color
Can you tell me what the color,color
Could you please tell me what color these pants are?  Thank you.,color
What color are these pants?,color
What color is this hair tie?,color
What color is my lamp?,color
What color is this?,color
What's color?,color
Is this color?,color
What color is this and what does it say?,color
What color is this?,color
What color is this?,color
what color is my dog please?,color
What color is this shirt?,color
What color is these jeans?,color
What color is this bag?,color
What color are these pants?,color
"What color is that, please?",color
What color is ,color
What color is this pair of sweats?,color
What color is this sock?,color
What color is this?,color
"Sandy, what color is in the middle and the other three rows? It should be, the middle should be blue",color
What color is his shirt?,color
What color is this bag?,color
What is this color?,color
What color is this?,color
What color are these pants?,color
What color is the shirt?,color
What color is that shirt? What color is that shirt?,color
What color is this material?,color
What color is this?,color
What color is this?,color
What color are these pants?,color
What color are these stones?,color
What color is the moon?,color
What color are these pants?,color
What color is this?,color
What color is this?,color
"What color is this, and is it big?",color
What color is it?,color
"Describe this garment color, please.",color
What color is this?,color
What color is this?,color
What color are these socks? ,color
What color are my jeans? What color are my jeans?,color
What color is my shirt?,color
What color is this?,color
What color is this shirt and what is the logo on it?,color
What is the color of the box here?,color
what color is that?,color
Can you tell me what color this modem is please?,color
What color is the cup?,color
What fabric is this and what color is it?,color
What color is this?,color
What is the color of this iPhone cover?,color
what color is this dress?,color
What color is this?,color
What color is this shirt?,color
What color is this?,color
What color is this?,color
"What color is this shirt, please?",color
Could you tell me what color this crotchet piece of yarn is?,color
What color is my shirt?,color
What color is this shoe?,color
What color is this hair?,color
What is the color of the sheet?,color
What color is this?,color
What color is this shirt? Thanks.,color
What color is the egg?,color
What is the color of these shorts?,color
Is there anything you can glean from this screen?  What is on it?  Can you maybe describe the color?  Thank you.,color
"Color of top, thank you.",color
What color are these pants,color
What color is this yarn please?,color
What color is the bedspread?,color
What color is that?,color
What color this my things?,color
What color is this?,color
What color are the scales?,color
Regina Alvarado. I'm part of the clothing study. What is the color of this shirt?,color
"Can you tell me what color this dress is, please? Thank you.",color
What color and pattern?,color
What color is the shoe in this picture?,color
What color is this?,color
What color is this shirt?,color
What color is this yarn?,color
What what what color is my dog?,color
"Can you please tell me what color this shirt is, and what's on it?",color
What color is this?,color
what color is this yarn?,color
What color are these flowers?,color
What color is the shirt?,color
Do you see a color code?,color
What color is this USB flash drive?,color
What colors do my nails have on them?,color
What color is this belt?,color
What color is this?,color
what color is this?,color
what color are these ones,color
What color is this chair?,color
What color are these headphones?,color
What color is this?,color
What color is this?,color
What color is the table?,color
What color is this?,color
What color is this polo shirt?,color
What color is this top?,color
What color is the drinking glass?,color
What color is this?,color
What color is this bird?,color
What color is this shirt?,color
"What color is this, and what is it?",color
"What color is this, please?  Thank you.",color
What color is this bag?,color
What color are my shoes?,color
What color is this?,color
What color is this pepper.,color
What color are the beads?,color
What color is this shirt?,color
What color is this?,color
What color is this bag?,color
What color is my shirt?,color
What color am I wearing?,color
What color is this quilt?,color
What's the color of the handle on this bag?,color
What color are these?,color
What color is this?,color
What color are these?,color
What color are these shoes?,color
What color is this skirt?,color
What color is this item?,color
What color is this product?,color
What color is this?,color
What color?,color
What color is this bag? ,color
What color is my shirt?,color
What color is this shirt?,color
what color is my pants,color
What color is this?,color
What color is the floor?,color
"Could you please tell me what color this is skirt is that I'm wearing, thank you.",color
what is the color of this?,color
What color is this dog.,color
What color is this wallpaper?,color
What color is the cup,color
What color polish is this in?  evenant.,color
What color is this?,color
What color is this pitcher?,color
What color is this? ,color
What colors are in this dress?,color
What color is my tie?,color
What color is this table? And describe it please. ,color
"What color wire was I holding, please?",color
What color is this shirt?,color
What color is this yarn?,color
What color is this bedspread?,color
What color is this?,color
"Could you tell me the color of this shirt, please?",color
What color is this?,color
"Hello, could you please tell me what color is this? Thank you. ",color
What color is this?,color
What color are my sneakers? ,color
What color is this case?,color
What color is this?,color
What color is this? ,color
What color are these pants?,color
Color is my shirt?,color
"Hi, I know the print is small but can you read what color this outfit is on the label I just took a picture of? Thank you.",color
How does this plant look like? Colors and that kind of thing. Thanks.,color
What color?,color
What color is this case?,color
What color is the belt?,color
What color is the purse?,color
What color is this?,color
What color is this shoe?,color
What color is the belt?,color
What color is this shirt?,color
Can you tell me what color that shirt is?,color
Could you please tell me what color that is? Thank you.,color
What color are these pants?,color
What color are these boots?,color
It's the color. ,color
What color is this?,color
"Can you tell me what colors these two ink cartridges are, please? Thanks.",color
What color is it?,color
"Hi, could you tell which color my dog is? Because I think it is brown but I am not sure.",color
What color is the dog?,color
What color are these pants?,color
What color are these pants?,color
Is my fan on and what color is it?,color
WHAT COLOR IS THE DRYWIN MY HAND?,color
What color is this shirt?,color
What color is this yarn?,color
"What is the color, suit, and value of this card?",color
What color of Gatorade is this?,color
What color is pants?,color
What color is it?,color
What color is this?,color
What color is this shoe?,color
What is this and what is the color?,color
What color is this blouse?,color
Could you tell me what color this skirt is please? thank you.,color
Could you describe the colors of this polo shirt to me please.,color
What color are the lights on the rectangle? ,color
"What color is this, please?",color
What color is this shirt?,color
Wall colors and ceiling fan.,color
What color is this shirt?,color
What color is this letter?,color
What color is this shirt?,color
What color is this? ,color
What color are these pants?,color
"What color is this shirt, thank you.",color
"Pattern and color of this dress shirt, please.",color
what color is the rug,color
What color are my shoes?,color
What color is this?,color
I know its a keyboard but what color is it,color
What color is this shirt?,color
What color is Emma wearing?,color
What color is this?,color
What color is my jacket? ,color
What color is the table?,color
Please can you tell me what color the carpet is? ,color
What color is this shirt?,color
What color is the cloth and the necklace?,color
What's the color?,color
What color is the shirt?,color
What color are my pants?,color
What color is this?,color
"Please give me a full description of this book. The colors, the text on it and all that stuff please.",color
Could you please tell me what color this is? What it is?,color
"Can you tell me what color this ball of yarn is, please?",color
What is the color?,color
What color is this wire?,color
What color is this?,color
What color is this and what does it look like? Will it be checkers or stripes?,color
What color are these jeans?,color
What color is this product?,color
What color is it?,color
What color is this?,color
What's the color?,color
What color is this t-shirt?,color
What color is this shirt?,color
What color is this?,color
What is that color?,color
What colors are in this shirt?,color
What color is this?,color
What color is this wallet? ,color
Which one of these is the colored ink cartridge and which one is the black and white cartridge? ,color
What color is my shirt?,color
What color is it?,color
What color are these pants?,color
"Please, what the color of this clothes. Thank you.",color
What color are the sunglasses? ,color
What color is it?,color
What color is this T shirt?,color
What color is this?,color
Good afternoon. I have a tea cozy here. Which I don't know what color it is. So if you can tell me. I need to know where I can put it in a colored or white wash.,color
"What color is this shirt, and what is on this shirt?  That is my question.",color
What color is my pants?,color
What colors do you see in this item.,color
What color is this?,color
What color is that coat?,color
What color are these dogs?,color
What color is this material?,color
what color is this fabric?,color
What color is this shirt?,color
What color are these flowers?,color
"the color is correct but they are pants, and they're actually corduroy.",color
What this color?,color
What color is this?,color
What color is the back of this jacket?,color
Please tell me what color the fabric is in this picture if you can see it. I might have messed up the picture.,color
What color is this?,color
What color is the candles?,color
What color is this hat?,color
What color is this?,color
What color is this persons hair?,color
What design and colors are in this item?,color
What color is this?,color
What color is this?,color
What color this?,color
What color is this?,color
"It takes a little bit, though, you gotta wait a little bit. I think this was the best color idea I found.",color
what kind of shirt do i have and what color is it,color
what color is this dinosaur?,color
What color is the wall?,color
What color is the couch?,color
What color is this sweater?,color
what color is it?,color
Is this color blue or purple? Thank you.,color
What color is this shirt?,color
"What color is it, please?",color
What color is that dog?,color
I have moved the camera further away so what is the color now?,color
What color is this hoodie?,color
What color is this bag?,color
What color is that bedspread?,color
What color is this?,color
What color is this polo shirt?,color
What color is this?,color
What color is the cat?,color
What color is this shirt?,color
What color is this shirt?,color
What color is this pillow?,color
What is the image on this paper and the colors?,color
What color is the cat?,color
What color is this skirt? ,color
What color is this pen?,color
Let's try one more time. What color is my pants? Thank you.,color
What color is this top?,color
What color are the socks?,color
"Can you tell me the color of this shirt and what's on the front? There's something on the front of it and I want to know the color of the shirt as well, please.",color
what color are these ,color
"Hello.  I hope you can hear this photo.  I'm curious to know whether or not the leaves are turning color yet, it's autumn here in Louisiana.  Thanks in advance.",color
What color is this?,color
What color is this shirt?,color
What color are my shorts?,color
"Is the color of this shirt white? If not white, what is the color?",color
What color are them dogs?,color
What color is this yarn?,color
What color has my pullover?,color
What color is this duffle bag?,color
Can you tell me how long this womans hair is and what color it is?,color
What color is this?,color
What color is this shirt?,color
What color is my cat? ,color
Could you please tell me what color this skirt is? Thank you.,color
It says recording. What color is this marker?,color
What color is this shirt? ,color
What color is this wallet?,color
"What color is this sandal, please?",color
What color is this vase?,color
"Let's try one more time, what color is my pants? ",color
What color is this one?,color
What color is it?,color
What color is it?,color
Can you tell the colors please?,color
What color are these ties?,color
What type of bird is this? And the colors in it please.,color
What color is this hair brush?,color
What color is this skirt please?,color
What color is this? Thank you.,color
What is this? And what color is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this? What is this? ,object
what is this?,object
What is this game?,object
What is this?,object
"What, what is this?",object
What is this shape?,object
What is this?,object
What is this that is hanging on the wall? I would like to know and please give me a detailed description. Thank you.,object
What is this?,object
What is this?,object
What is this?,object
What is this?  And is it hot?,object
What is it?,object
What is this object?,object
What is this?,object
what is this?,object
What is this device?,object
What is this can?,object
What is this?,object
What is this a bottle of?,object
What is this item?,object
What is this can?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this product and how to use it. Thank you.,object
what is this thermostat set on?,object
What is this bottle?,object
What is this product?,object
What is this?,object
What is this a can of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this color?,object
What is this?,object
What is this?,object
What is this box?,object
What is this item? ,object
What is this?,object
What is this vegetable? ,object
What is it?,object
"Hi, what is this? ",object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What product is this? What is this frozen food item?,object
What is this?,object
What is this? They have...,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this a box of?,object
what is this dish,object
What is this cord?,object
What is this spice?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is it?,object
What is it?,object
What is this?,object
What is this?,object
what is this bottle please?,object
What is this?,object
What is this a picture of? ,object
What is this?,object
What is this?,object
What is it?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?  What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this type of paraflu?,object
What is this package?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item? ,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this photo? ,object
What is this product?,object
What is this?,object
What is this?,object
What is this?  What is this? ,object
What is this?,object
What is this?,object
What is this symbol?,object
"Record, what is this?",object
What is this product?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this box?,object
What is this a ten of?,object
What is this?,object
What is it?,object
What is this?,object
What is this card?,object
What is this?,object
What is this?,object
What is this paper?,object
What is this thing?,object
What is this?,object
what is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this and is it Blu-Ray?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this? It's Italian. Read as you can.,object
What is this product?,object
What is this?,object
What is this box.,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this please?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this hiding?,object
What is this and what is the weight?,object
What is this item?,object
What is this?,object
What is this?,object
What is this label saying?,object
What is this package?,object
What is this?,object
What is this box?,object
What is this?,object
What is this?,object
What is this?,object
What is this picture?,object
What is this item?,object
What is this a picture of?,object
What is this product?,object
What is this?,object
What is it?,object
What is this picture?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this label say? I'm looking for some ear drops. Thank you.,object
What is this place?,object
What is this?,object
What is this item?,object
What is this,object
What is this perfume?,object
What is this a card of?,object
What is this item?,object
What is this package of?,object
What is this? ,object
What is this?,object
What is this recipe?,object
What is this?,object
What is this? Comma. What does it say? Question mark.,object
What is this? Whats the name of this product?,object
What is it? ,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this picture of?,object
What is this?,object
What is this?,object
What is this tv dinner?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can of food?,object
What is this,object
What is this item?,object
What is this?,object
What is this?,object
what is it on the picture,object
What is this?,object
What is this?,object
What is this bottle in my lap?,object
What is this?,object
What is this drink?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this box?,object
What is this?,object
what is this item?,object
what is this poster?,object
What is this product?,object
What is this product?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this box?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is this bill?,object
what is this,object
what is this? ,object
What is this?,object
What is this barcode for?,object
What is this?,object
What is this book about?,object
What is it?,object
What is this?,object
What is this?,object
"What color is this please and there might be a small pattern in it, is that true and what is it? Thank you.",object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?  What's in this bottle?  Thanks.,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this and can you see the cooking instructions? ,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this can?,object
What is this thing?,object
What is this?,object
What is this please?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
what is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this bill worth?,object
What is this?,object
What is this object?,object
WHAT IS THIS WHERE?,object
what is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this,object
What is this?,object
What is this item?,object
What is this?,object
What is this? Is this beer or soda?,object
What is this?,object
What is this?,object
"What is this, and what color is it, and what does it say on the top? That is my question, thank you.",object
what is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this called?,object
What is this?,object
What is this box?,object
What is this?,object
"What is this, please?",object
what is this?,object
What is it? ,object
What is this title?,object
What is this?,object
What is this picture of?,object
What is this fruit?,object
What is this?,object
record what is this,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
Oh hello. Can you tell me what is this can please? Thank you.,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is it?,object
What is this?,object
What is this?,object
"What is this? I'm trying to find out if it's soup but I can't tell, thanks.",object
what is this product ,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this a bottle of?,object
What is it?,object
What is this?,object
What is this product.,object
What is this a tool for?,object
What is this bottle?,object
What is this?,object
What is this in front of me?,object
"What is this, please?",object
What is this?,object
What is this?,object
What is this product?,object
What is this product?,object
What is this?  Thank you.,object
What is this?,object
"What is, what is this?",object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is this item?,object
Hi what is this? ,object
What is this and does it have a name on it?,object
What is this?,object
What is this?,object
What is this sign say?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this please?,object
What is this?,object
What is this?,object
what is this,object
What is this product? Thank you,object
what is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this product?,object
What is this?,object
"What is this, exactly?",object
What is this and does it have a name on it?,object
What is this?,object
What is this package?,object
What is this carton?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this? Thank you for your help.,object
"What, what is this?",object
What is this?,object
What is this?,object
What is this?,object
What is this picture?,object
What is this?,object
What is this CD,object
What is this?,object
What is this product?,object
What is it?,object
What is this?,object
What is this called?,object
What is this item?,object
What am I and what is this?,object
What is this?,object
What is this?,object
What is this drink?,object
What is this?,object
What is this a picture of?,object
What is...What is this?,object
What is it,object
What is this?,object
What is this product?,object
What is this packet?,object
What is this?,object
What is it and what is the picture on it?,object
What is this?,object
What is this?,object
What is this book?,object
What is this package?,object
What is it?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this,object
What is this tree that has grown in my yard?,object
What is this item?,object
"What, what is this? What is it?",object
"What, what is this? What is it?",object
"What is in this bottle, and what is it used for?  Can you give a brief description?",object
What is this bottle of?,object
What is this?,object
"hi, what is this?",object
What is this?,object
What is this title?,object
What is this player?,object
What is this? What is this? ,object
What is this?,object
What is this can?,object
What is this food product?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is it?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this package?,object
What is this item?,object
What is this?,object
What is this bottle?   What is this bottle?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this object?,object
What is this?,object
What is this box?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this item?,object
what is it?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this and what does it say?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this bottle?,object
what is this? please tell me.,object
What is this?,object
What is this?,object
"Is there anything on the screen regarding a windows 8 install if so what is it, thanks.",object
What is this?,object
What is this?,object
What is this bottle please?,object
What is this?,object
"What is this, please?",object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this? ,object
What is this?,object
What is this can?,object
What is this?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is it?,object
What is it?,object
What is this?,object
What is this? What kind of food is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
what is this,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
what is this?,object
What is this?,object
What is it for?,object
What is this?,object
What is this?,object
What is this body spray called?,object
"What does this say, what is this pamphlet about?",object
What is this? ,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this medication?,object
What is this product?,object
What is this bag? And what has the picture on?,object
what is this,object
What is this item?,object
What is this?,object
What is this title?,object
What is this?,object
What is this?,object
What is this can?,object
What is this item?,object
What is this?,object
What is this product?,object
"What is this and then push so it's in progress, they're gonna tell you what, they'll send you an answer in a few minutes. And see this is the thing",object
What is this?,object
What is it?,object
What is this?,object
what is this box?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this package? Thank you.,object
What is this item?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is it?,object
What is this? ,object
"What is this, please? ",object
"What is in that bottle? It's not lemonade, it's not Mountain Dew. What is it?",object
What is this picture?,object
What is this?,object
What is this?,object
What is this ziploc type product? Thank you. ,object
What is this?,object
What is this can?,object
What is this candy bar?,object
What is this?,object
What is this box?,object
What is this package of meat?,object
What is this item?,object
what is this,object
What is this product?,object
What is this title?,object
What is this?,object
What is this kind?,object
"What is this product? Let's see what you came up with.  Let me see what you came up with, I can't tell.  Not sure, turn around. Well you have the back.  You have to do the front of it.",object
what is this?,object
What is this crockpot set on?,object
What is this?,object
What is this?,object
What is this snack?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this printed on this label?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this item?,object
What is this?,object
what is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
What is this can? Oh.,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this medicine please?,object
What is this?,object
what is this?,object
what is this,object
What is this please?,object
What is this can?,object
What is this?,object
What is this?,object
What is this can?,object
What is this?,object
What is this card in my hand?,object
What is this box?,object
What is this box that I'm holding in front of my hand?,object
What is this?,object
What is this thing?,object
What is this?,object
What is this can?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this rock called?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this item?,object
What is this?,object
What is this? ,object
what is this?,object
What is this hairclip?,object
What is it the King of?,object
What is this?,object
What is this?,object
What is this item?,object
What is this medication?,object
What is this bottle?,object
What is this?,object
What is this item?,object
What is this bank note?,object
"Testing, what is it.",object
what is this?,object
What is this product?,object
What is it?,object
What is this?,object
What is this I'm holding in my hand?,object
What is this object?,object
What is this?,object
what is this?,object
What is this product?,object
What is this?,object
what is this item?,object
What is this?,object
What is this?,object
What is this box of cookies?,object
What is this?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this can of.,object
What is this? What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this set on?,object
What is this please?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this a picture of?,object
What is this?,object
What is this?,object
What is it?,object
What is this?,object
What is it?,object
What is this item?,object
What is this and what does it treat? Thank you.,object
What is this piece of paper? What does it say?,object
What is this item?,object
What is this?,object
What is this item?,object
What is this?What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this? ,object
What is this?,object
What is it?,object
What is this?,object
What is this product?,object
What is it?,object
What is this? What brand is it?,object
What is this box from?,object
What is this?,object
"What is this, please?",object
What is this product?,object
What is this object?,object
What is this?,object
What is this a photo of?,object
What is it?,object
What is this seasoning?,object
What is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this?,object
What is this?,object
What brand is this and what is it?,object
What is this?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this spice?,object
What is this item,object
What is this?,object
What is this?,object
What is this CD?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this box ?,object
What is this?,object
What is this tube of gel of?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this and what color is it?,object
What is this product?,object
What is this product?,object
"What is this, and how much does it cost?",object
What is this?,object
What is it?,object
What is this?,object
What is this picture?,object
What is this?,object
What is this? What kind of purse is this?,object
What is this?,object
What is this?,object
What is this pattern?,object
What is this? ,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this item?,object
What is this?,object
What is this statue?,object
WHat is this?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
"What is it, how many milligrams, and the count?",object
what is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this bottle of?,object
What is this vegetable I just pulled off a tree?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this,object
what is this,object
What is this?,object
What is this?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
Is the name of this supplement showing and what is it? ,object
What is this?,object
What is this?,object
What is this?,object
Is...what is this?,object
What is this?,object
What is this?,object
What is this box?,object
What is this please,object
What is this bottle? ,object
What is this?,object
What is it?,object
"What is this, by chance?",object
What is this product?,object
what is this,object
What is this?,object
What is this? What is this?,object
What is this?,object
What is this label on the bottle say?,object
What is this?,object
What is this meat?,object
what is this?,object
What is this?,object
What is this a bottle of?,object
What is this?,object
What is this product?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this box?,object
What is this?,object
What is this bottle?,object
What is this?,object
What is this?,object
What is this?,object
What is this a picture of? ,object
What is this picture?,object
What is this shirt?,object
What is this?,object
What is this?,object
What is it?,object
What is this please?,object
What is it?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this please?,object
What is this?,object
What is this TV dinner?,object
What is this card?,object
what is this tv dinner? what flavor is it?,object
What is this?,object
What is this?,object
what is this item please?,object
what is this?,object
What is this?,object
What is this? ,object
"What is this, please?",object
What is this a can of?,object
what is this item please?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this?,object
What is this can?,object
"I already know this is a playing card, but what is its value?",object
What is this?,object
What is this?,object
What is this?,object
what is this?,object
What is this?,object
What is this bottle?,object
What is it?,object
What is this product? ,object
What is this can of soda?,object
What is this?,object
What is this?,object
What is this?,object
